Id,X,Y,Rotation
1,0,0,0
1,2200,0,0
1,4400,0,0
1,11000,0,0
1,13200,0,0
1,15400,0,0
1,17600,0,0
1,19800,0,0
1,22000,0,0
1,24200,0,0
1,26400,0,0
1,33000,0,0
1,35200,0,0
1,0,1600,0
1,13200,1600,0
1,17600,1600,0
1,24200,1600,0
1,26400,1600,0
1,28600,1600,0
1,30800,1600,0
1,0,3200,0
1,2200,3200,0
1,6600,3200,0
1,8800,3200,0
1,17600,3200,0
1,19800,3200,0
1,22000,3200,0
1,24200,3200,0
1,30800,3200,0
1,33000,3200,0
1,35200,3200,0
1,0,4800,0
1,2200,4800,0
1,4400,4800,0
1,8800,4800,0
1,11000,4800,0
1,19800,4800,0
1,24200,4800,0
1,33000,4800,0
1,35200,4800,0
1,37400,4800,0
1,0,6400,0
1,2200,6400,0
1,8800,6400,0
1,11000,6400,0
1,13200,6400,0
1,15400,6300,0
1,17600,6400,0
1,24200,6400,0
1,28600,6400,0
1,33000,6400,0
1,35200,6400,0
1,37400,6400,0
1,0,8000,0
1,2200,8000,0
1,4400,8000,0
1,6600,8000,0
1,11000,8000,0
1,17600,8000,0
1,19800,8000,0
1,22000,8000,0
1,37400,8000,0
1,0,9600,0
1,4400,9600,0
1,6600,9600,0
1,8800,9600,0
1,19800,9600,0
1,26400,9600,0
1,28600,9600,0
1,30800,9600,0
1,33000,9600,0
1,35200,9600,0
1,2200,11200,0
1,11000,11200,0
1,13200,11200,0
1,13200,12800,0
1,8800,14400,0
1,11000,14400,0
1,13200,14400,0
1,4400,16000,0
1,6600,16000,0
1,11000,16000,0
1,15400,16000,0
1,0,17600,0
1,2200,17600,0
1,6600,17600,0
1,11000,17600,0
1,15400,17600,0
1,0,19200,0
1,6600,19200,0
1,8800,19200,0
1,15400,19200,0
1,2200,20800,0
1,4400,20800,0
1,6600,20800,0
1,13200,20800,0
1,15400,20800,0
1,0,22400,0
1,4400,22400,0
1,0,24000,0
1,4400,24000,0
1,0,25600,0
1,6600,25600,0
1,8800,25600,0
1,15400,25600,0
1,0,27200,0
1,2200,27200,0
1,4400,27200,0
1,11000,27200,0
1,13200,27200,0
1,15400,27200,0
1,0,28800,0
1,2200,28800,0
1,13200,28800,0
1,15400,28800,0
1,19800,28800,0
1,22000,28800,0
1,13200,30400,0
1,15400,30400,0
1,19800,30400,0
1,22000,30400,0
1,24200,30400,0
1,35200,30400,0
1,4400,32000,0
1,8800,32000,0
1,13200,32000,0
1,15400,32000,0
1,22000,32000,0
1,24200,32000,0
1,26400,32000,0
1,30800,32000,0
1,35200,32000,0
1,37400,32000,0
1,0,33600,0
1,4400,33600,0
1,6600,33600,0
1,13200,33600,0
1,17600,33600,0
1,19800,33600,0
1,22000,33600,0
1,26400,33600,0
1,28600,33600,0
1,33000,33600,0
1,37400,33600,0
1,2200,35200,0
1,4400,35200,0
1,8800,35200,0
1,11000,35200,0
1,13200,35200,0
1,15400,35200,0
1,17600,35200,0
1,19800,35200,0
1,22000,35200,0
1,26400,35200,0
1,35200,35200,0
1,8800,36800,0
1,19800,36800,0
1,22000,36800,0
1,24200,36800,0
1,26400,36800,0
1,35200,36800,0
1,37400,36800,0
1,0,38400,0
1,2200,38400,0
1,6600,38400,0
1,8800,38400,0
1,17600,38400,0
1,19800,38400,0
1,22000,38400,0
1,24200,38400,0
1,33000,38400,0
1,35200,38400,0
1,13200,3200,0
1,17600,3200,180
1,15400,5700,180
1,28600,5700,180
1,13200,39300,180
1,39600,36100,180
1,30800,5700,180
1,35200,38400,180
1,28600,38400,270
1,32400,37800,180
1,17600,37700,180
1,30800,8000,0
1,8800,1600,180
1,11000,34500,180
1,26400,5700,0
1,24200,10500,180
1,26400,9600,180
1,4400,34500,180
1,19800,6400,0
1,6600,15300,180
1,39600,39300,180
1,0,20800,0
1,35200,33600,0
1,28600,8000,0
1,15400,20100,180
1,24200,30400,270
1,4400,32000,180
1,17600,4800,0
1,6600,7300,180
1,37400,3200,0
1,30800,36100,180
1,24200,7300,180
1,13200,21700,180
1,30800,33600,180
1,13200,16000,0
1,8800,5700,180
1,0,12800,0
1,4400,2500,180
1,11000,17600,180
1,6600,12100,0
1,11000,32000,0
1,28600,38400,0
1,6600,20100,180
1,15400,22400,0
1,8800,12100,180
1,26400,11200,180
1,13200,2500,180
1,4400,24900,180
1,35200,32900,180
1,6600,18500,180
1,35200,36100,180
1,33000,7300,180
1,24200,33600,0
1,13200,8000,0
1,17600,9600,0
1,11000,12800,0
1,11000,2500,0
1,11000,23300,180
1,28600,32000,180
1,8800,24900,180
1,0,35200,0
1,0,32000,0
1,30800,40000,270
1,37400,1600,0
1,6600,6400,0
1,30800,1600,180
1,17600,35200,180
1,35200,28800,0
1,28600,30400,0
1,2200,31550,180
1,24200,35200,0
1,11000,1600,180
1,37400,2500,180
1,33000,34500,180
1,15400,24900,90
1,8800,17600,0
1,28600,9600,180
1,15400,12800,0
1,35200,8000,0
1,15400,3200,0
1,37400,0,0
1,15400,14400,0
1,2200,16000,0
1,13200,32000,180
1,33000,1600,180
1,30200,30400,270
1,2200,14400,0
1,4400,37700,180
1,2200,22400,0
1,26400,38400,0
1,19800,33600,180
1,2200,16900,180
1,4400,25600,0
1,4400,13700,180
